Plot-Titel: GeN-2710,,,,,,,,
Anz.,Date,Time,Temp,RH,,,,
422,2021-04-24,00/01/00 20:15:00,17.058,38.209,,,,
423,2021-04-24,00/01/00 20:30:00,16.487,40.142,,,,
424,2021-04-24,00/01/00 20:45:00,15.652,42.664,,,,
425,2021-04-24,00/01/00 21:00:00,14.601,43.111,,,,
426,2021-04-24,00/01/00 21:15:00,13.618,46.815,,,,
427,2021-04-24,00/01/00 21:30:00,12.92,47.936,,,,
428,2021-04-24,00/01/00 21:45:00,12.098,56.108,,,,
429,2021-04-24,00/01/00 22:00:00,11.078,59.077,,,,
430,2021-04-24,00/01/00 22:15:00,9.903,63.48,,,,
431,2021-04-24,00/01/00 22:30:00,8.543,65.86,,,,
432,2021-04-24,00/01/00 22:45:00,7.544,67.016,,,,
433,2021-04-24,00/01/00 23:00:00,6.965,67.955,,,,
434,2021-04-24,00/01/00 23:15:00,6.56,73.366,,,,
435,2021-04-24,00/01/00 23:30:00,6.077,80.31,,,,
436,2021-04-24,00/01/00 23:45:00,5.437,83.233,,,,
437,2021-04-25,00/01/00 00:00:00,4.869,84.277,,,,
438,2021-04-25,00/01/00 00:15:00,4.324,85.497,,,,
439,2021-04-25,00/01/00 00:30:00,3.906,86.811,,,,
440,2021-04-25,00/01/00 00:45:00,3.406,87.404,,,,
441,2021-04-25,00/01/00 01:00:00,3.036,89.366,,,,
442,2021-04-25,00/01/00 01:15:00,2.77,89.626,,,,
443,2021-04-25,00/01/00 01:30:00,2.477,90.354,,,,
444,2021-04-25,00/01/00 01:45:00,2.236,90.966,,,,
445,2021-04-25,00/01/00 02:00:00,2.047,91.589,,,,
446,2021-04-25,00/01/00 02:15:00,1.778,90.773,,,,
447,2021-04-25,00/01/00 02:30:00,1.561,91.66,,,,
448,2021-04-25,00/01/00 02:45:00,1.425,92.119,,,,
449,2021-04-25,00/01/00 03:00:00,1.398,92.605,,,,
450,2021-04-25,00/01/00 03:15:00,1.289,92.601,,,,
451,2021-04-25,00/01/00 03:30:00,1.208,93.07,,,,
452,2021-04-25,00/01/00 03:45:00,1.153,93.203,,,,
453,2021-04-25,00/01/00 04:00:00,1.071,93.45,,,,
454,2021-04-25,00/01/00 04:15:00,0.962,93.127,,,,
455,2021-04-25,00/01/00 04:30:00,0.934,93.609,,,,
456,2021-04-25,00/01/00 04:45:00,0.989,93.771,,,,
457,2021-04-25,00/01/00 05:00:00,0.907,92.696,,,,
458,2021-04-25,00/01/00 05:15:00,0.632,92.451,,,,
459,2021-04-25,00/01/00 05:30:00,0.495,93.125,,,,
460,2021-04-25,00/01/00 05:45:00,0.439,93.622,,,,
461,2021-04-25,00/01/00 06:00:00,0.329,93.446,,,,
462,2021-04-25,00/01/00 06:15:00,0.218,93.636,,,,
463,2021-04-25,00/01/00 06:30:00,0.163,94.01,,,,
464,2021-04-25,00/01/00 06:45:00,0.079,94.085,,,,
465,2021-04-25,00/01/00 07:00:00,-0.088,93.724,,,,
466,2021-04-25,00/01/00 07:15:00,-0.255,93.824,,,,
467,2021-04-25,00/01/00 07:30:00,-0.395,93.98,,,,
468,2021-04-25,00/01/00 07:45:00,-0.479,94.199,,,,
469,2021-04-25,00/01/00 08:00:00,-0.311,94.97,,,,
470,2021-04-25,00/01/00 08:15:00,0.163,96.016,,,,
471,2021-04-25,00/01/00 08:30:00,1.044,96.694,,,,
472,2021-04-25,00/01/00 08:45:00,2.396,97.168,,,,
473,2021-04-25,00/01/00 09:00:00,4.61,97.3,,,,
474,2021-04-25,00/01/00 09:15:00,6.661,83.308,,,,
475,2021-04-25,00/01/00 09:30:00,7.87,75.037,,,,
476,2021-04-25,00/01/00 09:45:00,8.693,71.208,,,,
477,2021-04-25,00/01/00 10:00:00,9.829,66.235,,,,
478,2021-04-25,00/01/00 10:15:00,10.198,65.439,,,,
479,2021-04-25,00/01/00 10:30:00,10.541,64.199,,,,
480,2021-04-25,00/01/00 10:45:00,10.98,63.375,,,,
481,2021-04-25,00/01/00 11:00:00,11.589,61.842,,,,
482,2021-04-25,00/01/00 11:15:00,12.268,59.238,,,,
483,2021-04-25,00/01/00 11:30:00,12.485,58.38,,,,
484,2021-04-25,00/01/00 11:45:00,12.558,57.077,,,,
485,2021-04-25,00/01/00 12:00:00,12.896,55.657,,,,
486,2021-04-25,00/01/00 12:15:00,13.088,58.685,,,,
487,2021-04-25,00/01/00 12:30:00,13.04,56.101,,,,
488,2021-04-25,00/01/00 12:45:00,13.353,52.633,,,,
489,2021-04-25,00/01/00 13:00:00,13.594,53.945,,,,
490,2021-04-25,00/01/00 13:15:00,13.93,50.354,,,,
491,2021-04-25,00/01/00 13:30:00,14.17,50.541,,,,
492,2021-04-25,00/01/00 13:45:00,14.481,50.121,,,,
493,2021-04-25,00/01/00 14:00:00,14.721,50.616,,,,
494,2021-04-25,00/01/00 14:15:00,14.888,45.035,,,,
495,2021-04-25,00/01/00 14:30:00,15.175,47.263,,,,
496,2021-04-25,00/01/00 14:45:00,15.581,45.372,,,,
497,2021-04-25,00/01/00 15:00:00,15.652,47.418,,,,
498,2021-04-25,00/01/00 15:15:00,15.461,44.349,,,,
499,2021-04-25,00/01/00 15:30:00,15.843,46.503,,,,
500,2021-04-25,00/01/00 15:45:00,16.034,41.977,,,,
501,2021-04-25,00/01/00 16:00:00,16.296,37.839,,,,
502,2021-04-25,00/01/00 16:15:00,16.534,43.211,,,,
503,2021-04-25,00/01/00 16:30:00,16.463,39.434,,,,
504,2021-04-25,00/01/00 16:45:00,16.844,38.67,,,,
505,2021-04-25,00/01/00 17:00:00,16.463,35.361,,,,
506,2021-04-25,00/01/00 17:15:00,17.082,36.267,,,,
507,2021-04-25,00/01/00 17:30:00,16.749,38.95,,,,
508,2021-04-25,00/01/00 17:45:00,16.892,41.404,,,,
509,2021-04-25,00/01/00 18:00:00,16.939,37.388,,,,
510,2021-04-25,00/01/00 18:15:00,17.463,42.714,,,,
511,2021-04-25,00/01/00 18:30:00,17.463,37.474,,,,
512,2021-04-25,00/01/00 18:45:00,17.153,38.67,,,,
513,2021-04-25,00/01/00 19:00:00,17.177,38.156,,,,
514,2021-04-25,00/01/00 19:15:00,16.844,38.444,,,,
515,2021-04-25,00/01/00 19:30:00,17.058,37.691,,,,
516,2021-04-25,00/01/00 19:45:00,16.439,37.498,,,,
517,2021-04-25,00/01/00 20:00:00,15.819,37.241,,,,
518,2021-04-25,00/01/00 20:15:00,15.342,42.913,,,,
519,2021-04-25,00/01/00 20:30:00,14.649,49.185,,,,
520,2021-04-25,00/01/00 20:45:00,13.642,43.219,,,,
521,2021-04-25,00/01/00 21:00:00,12.582,52.614,,,,
522,2021-04-25,00/01/00 21:15:00,11.394,59.512,,,,
523,2021-04-25,00/01/00 21:30:00,10.1,61.534,,,,
524,2021-04-25,00/01/00 21:45:00,9.188,60.007,,,,
525,2021-04-25,00/01/00 22:00:00,8.27,62.503,,,,
526,2021-04-25,00/01/00 22:15:00,7.293,72.602,,,,
527,2021-04-25,00/01/00 22:30:00,6.357,79.115,,,,
528,2021-04-25,00/01/00 22:45:00,5.514,80.184,,,,
529,2021-04-25,00/01/00 23:00:00,5.745,69.742,,,,
530,2021-04-25,00/01/00 23:15:00,6.737,65.249,,,,
531,2021-04-25,00/01/00 23:30:00,7.142,61.386,,,,
532,2021-04-25,00/01/00 23:45:00,7.444,57.349,,,,
533,2021-04-26,00/01/00 00:00:00,7.469,58.439,,,,
534,2021-04-26,00/01/00 00:15:00,6.889,62.786,,,,
535,2021-04-26,00/01/00 00:30:00,6.408,61.724,,,,
536,2021-04-26,00/01/00 00:45:00,6.712,58.406,,,,
537,2021-04-26,00/01/00 01:00:00,7.015,56.605,,,,
538,2021-04-26,00/01/00 01:15:00,6.712,59.864,,,,
539,2021-04-26,00/01/00 01:30:00,6.204,59.344,,,,
540,2021-04-26,00/01/00 01:45:00,5.924,60.169,,,,
541,2021-04-26,00/01/00 02:00:00,5.514,61.802,,,,
542,2021-04-26,00/01/00 02:15:00,5.282,64.051,,,,
543,2021-04-26,00/01/00 02:30:00,4.921,65.377,,,,
544,2021-04-26,00/01/00 02:45:00,4.298,69.213,,,,
545,2021-04-26,00/01/00 03:00:00,3.512,71.983,,,,
546,2021-04-26,00/01/00 03:15:00,2.77,75.548,,,,
547,2021-04-26,00/01/00 03:30:00,2.503,74.036,,,,
548,2021-04-26,00/01/00 03:45:00,2.93,73.31,,,,
549,2021-04-26,00/01/00 04:00:00,2.877,72.783,,,,
550,2021-04-26,00/01/00 04:15:00,3.168,70.57,,,,
551,2021-04-26,00/01/00 04:30:00,3.274,70.48,,,,
552,2021-04-26,00/01/00 04:45:00,2.983,71.986,,,,
553,2021-04-26,00/01/00 05:00:00,2.477,74.705,,,,
554,2021-04-26,00/01/00 05:15:00,1.805,75.638,,,,
555,2021-04-26,00/01/00 05:30:00,1.208,78.801,,,,
556,2021-04-26,00/01/00 05:45:00,0.687,81.713,,,,
557,2021-04-26,00/01/00 06:00:00,0.273,83.499,,,,
558,2021-04-26,00/01/00 06:15:00,-0.004,84.532,,,,
559,2021-04-26,00/01/00 06:30:00,0.051,84.775,,,,
560,2021-04-26,00/01/00 06:45:00,0.135,85.735,,,,
561,2021-04-26,00/01/00 07:00:00,0.079,85.62,,,,
562,2021-04-26,00/01/00 07:15:00,-0.116,86.786,,,,
563,2021-04-26,00/01/00 07:30:00,-0.06,87.805,,,,
564,2021-04-26,00/01/00 07:45:00,0.135,87.754,,,,
565,2021-04-26,00/01/00 08:00:00,0.495,86.482,,,,
566,2021-04-26,00/01/00 08:15:00,1.153,85.041,,,,
567,2021-04-26,00/01/00 08:30:00,2.182,81.903,,,,
568,2021-04-26,00/01/00 08:45:00,3.749,75.187,,,,
569,2021-04-26,00/01/00 09:00:00,5.154,71.375,,,,
570,2021-04-26,00/01/00 09:15:00,6.204,66.798,,,,
571,2021-04-26,00/01/00 09:30:00,7.142,59.381,,,,
572,2021-04-26,00/01/00 09:45:00,7.268,58.905,,,,
573,2021-04-26,00/01/00 10:00:00,7.619,58.17,,,,
574,2021-04-26,00/01/00 10:15:00,7.87,59.178,,,,
575,2021-04-26,00/01/00 10:30:00,8.419,57.119,,,,
576,2021-04-26,00/01/00 10:45:00,8.841,58.63,,,,
577,2021-04-26,00/01/00 11:00:00,9.46,54.782,,,,
578,2021-04-26,00/01/00 11:15:00,9.854,55.438,,,,
579,2021-04-26,00/01/00 11:30:00,10.59,54.17,,,,
580,2021-04-26,00/01/00 11:45:00,10.785,53.657,,,,
581,2021-04-26,00/01/00 12:00:00,11.029,54.926,,,,
582,2021-04-26,00/01/00 12:15:00,11.516,53.764,,,,
583,2021-04-26,00/01/00 12:30:00,11.904,52.244,,,,
584,2021-04-26,00/01/00 12:45:00,12.122,53.034,,,,
585,2021-04-26,00/01/00 13:00:00,12.534,50.654,,,,
586,2021-04-26,00/01/00 13:15:00,13.209,53.099,,,,
587,2021-04-26,00/01/00 13:30:00,13.642,50.284,,,,
588,2021-04-26,00/01/00 13:45:00,13.906,50.75,,,,
589,2021-04-26,00/01/00 14:00:00,14.505,50.494,,,,
590,2021-04-26,00/01/00 14:15:00,14.816,47.654,,,,
591,2021-04-26,00/01/00 14:30:00,14.912,46.855,,,,
592,2021-04-26,00/01/00 14:45:00,15.461,46.048,,,,
593,2021-04-26,00/01/00 15:00:00,15.581,45.403,,,,
594,2021-04-26,00/01/00 15:15:00,15.581,42.719,,,,
595,2021-04-26,00/01/00 15:30:00,15.676,46.012,,,,
596,2021-04-26,00/01/00 15:45:00,15.986,40.088,,,,
597,2021-04-26,00/01/00 16:00:00,16.177,41.451,,,,
598,2021-04-26,00/01/00 16:15:00,16.63,41.757,,,,
599,2021-04-26,00/01/00 16:30:00,16.63,39.259,,,,
600,2021-04-26,00/01/00 16:45:00,16.868,42.741,,,,
601,2021-04-26,00/01/00 17:00:00,16.892,40.507,,,,
602,2021-04-26,00/01/00 17:15:00,16.844,38.251,,,,
603,2021-04-26,00/01/00 17:30:00,16.939,37.453,,,,
604,2021-04-26,00/01/00 17:45:00,17.439,39.249,,,,
605,2021-04-26,00/01/00 18:00:00,17.368,39.982,,,,
606,2021-04-26,00/01/00 18:15:00,17.13,38.248,,,,
607,2021-04-26,00/01/00 18:30:00,17.344,39.593,,,,
608,2021-04-26,00/01/00 18:45:00,17.034,39.945,,,,
609,2021-04-26,00/01/00 19:00:00,16.749,37.789,,,,
610,2021-04-26,00/01/00 19:15:00,16.487,41.422,,,,
611,2021-04-26,00/01/00 19:30:00,15.748,39.485,,,,
612,2021-04-26,00/01/00 19:45:00,15.175,39.935,,,,
613,2021-04-26,00/01/00 20:00:00,14.505,40.117,,,,
614,2021-04-26,00/01/00 20:15:00,13.882,38.805,,,,
615,2021-04-26,00/01/00 20:30:00,13.353,44.064,,,,
616,2021-04-26,00/01/00 20:45:00,12.485,40.339,,,,
617,2021-04-26,00/01/00 21:00:00,11.662,44.142,,,,
618,2021-04-26,00/01/00 21:15:00,10.834,44.104,,,,
619,2021-04-26,00/01/00 21:30:00,10.124,45.135,,,,
620,2021-04-26,00/01/00 21:45:00,9.262,56.361,,,,
621,2021-04-26,00/01/00 22:00:00,8.17,64.303,,,,
622,2021-04-26,00/01/00 22:15:00,7.116,64.947,,,,
623,2021-04-26,00/01/00 22:30:00,6.128,64.029,,,,
624,2021-04-26,00/01/00 22:45:00,5.334,65.734,,,,
625,2021-04-26,00/01/00 23:00:00,4.662,67.553,,,,
626,2021-04-26,00/01/00 23:15:00,4.272,63.19,,,,
627,2021-04-26,00/01/00 23:30:00,4.194,72.394,,,,
628,2021-04-26,00/01/00 23:45:00,3.801,70.529,,,,
629,2021-04-27,00/01/00 00:00:00,3.617,65.422,,,,
630,2021-04-27,00/01/00 00:15:00,3.564,69.405,,,,
631,2021-04-27,00/01/00 00:30:00,3.301,68.022,,,,
632,2021-04-27,00/01/00 00:45:00,2.93,74.557,,,,
633,2021-04-27,00/01/00 01:00:00,2.477,80.085,,,,
634,2021-04-27,00/01/00 01:15:00,2.074,84.364,,,,
635,2021-04-27,00/01/00 01:30:00,1.615,79.313,,,,
636,2021-04-27,00/01/00 01:45:00,1.262,83.811,,,,
637,2021-04-27,00/01/00 02:00:00,0.934,79.973,,,,
638,2021-04-27,00/01/00 02:15:00,0.88,74.854,,,,
639,2021-04-27,00/01/00 02:30:00,0.934,77.579,,,,
640,2021-04-27,00/01/00 02:45:00,1.235,74.714,,,,
641,2021-04-27,00/01/00 03:00:00,1.534,69.7,,,,
642,2021-04-27,00/01/00 03:15:00,1.588,69.024,,,,
643,2021-04-27,00/01/00 03:30:00,1.425,70.419,,,,
644,2021-04-27,00/01/00 03:45:00,1.371,71.826,,,,
645,2021-04-27,00/01/00 04:00:00,1.317,70.397,,,,
646,2021-04-27,00/01/00 04:15:00,1.18,69.055,,,,
647,2021-04-27,00/01/00 04:30:00,0.962,72.096,,,,
648,2021-04-27,00/01/00 04:45:00,0.687,76.917,,,,
649,2021-04-27,00/01/00 05:00:00,0.329,74.443,,,,
650,2021-04-27,00/01/00 05:15:00,0.079,79.702,,,,
651,2021-04-27,00/01/00 05:30:00,-0.088,75.449,,,,
652,2021-04-27,00/01/00 05:45:00,0.024,74.78,,,,
653,2021-04-27,00/01/00 06:00:00,0.329,75.085,,,,
654,2021-04-27,00/01/00 06:15:00,0.66,75.448,,,,
655,2021-04-27,00/01/00 06:30:00,0.797,76.596,,,,
656,2021-04-27,00/01/00 06:45:00,0.715,76.737,,,,
657,2021-04-27,00/01/00 07:00:00,0.577,77.396,,,,
658,2021-04-27,00/01/00 07:15:00,0.467,77.239,,,,
659,2021-04-27,00/01/00 07:30:00,0.55,76.622,,,,
660,2021-04-27,00/01/00 07:45:00,0.907,75.528,,,,
661,2021-04-27,00/01/00 08:00:00,1.289,75.154,,,,
662,2021-04-27,00/01/00 08:15:00,1.697,72.977,,,,
663,2021-04-27,00/01/00 08:30:00,2.45,72.015,,,,
664,2021-04-27,00/01/00 08:45:00,3.195,69.251,,,,
665,2021-04-27,00/01/00 09:00:00,3.775,67.303,,,,
666,2021-04-27,00/01/00 09:15:00,4.662,64.792,,,,
667,2021-04-27,00/01/00 09:30:00,5.514,62.204,,,,
668,2021-04-27,00/01/00 09:45:00,6.204,60.505,,,,
669,2021-04-27,00/01/00 10:00:00,6.864,56.758,,,,
670,2021-04-27,00/01/00 10:15:00,7.519,57.949,,,,
671,2021-04-27,00/01/00 10:30:00,8.394,54.205,,,,
672,2021-04-27,00/01/00 10:45:00,9.089,55.055,,,,
673,2021-04-27,00/01/00 11:00:00,9.731,54.253,,,,
674,2021-04-27,00/01/00 11:15:00,10.026,51.978,,,,
675,2021-04-27,00/01/00 11:30:00,10.858,51.063,,,,
676,2021-04-27,00/01/00 11:45:00,11.443,49.74,,,,
677,2021-04-27,00/01/00 12:00:00,11.904,50.751,,,,
678,2021-04-27,00/01/00 12:15:00,12.413,49.626,,,,
679,2021-04-27,00/01/00 12:30:00,12.558,50.32,,,,
680,2021-04-27,00/01/00 12:45:00,12.582,50.63,,,,
681,2021-04-27,00/01/00 13:00:00,13.209,48.839,,,,
682,2021-04-27,00/01/00 13:15:00,13.882,45.601,,,,
683,2021-04-27,00/01/00 13:30:00,14.409,44.191,,,,
684,2021-04-27,00/01/00 13:45:00,14.864,45.158,,,,
685,2021-04-27,00/01/00 14:00:00,15.175,38.237,,,,
686,2021-04-27,00/01/00 14:15:00,15.175,39.679,,,,
687,2021-04-27,00/01/00 14:30:00,15.461,41.466,,,,
688,2021-04-27,00/01/00 14:45:00,15.867,41.989,,,,
689,2021-04-27,00/01/00 15:00:00,16.201,37.764,,,,
690,2021-04-27,00/01/00 15:15:00,16.534,42.32,,,,
691,2021-04-27,00/01/00 15:30:00,16.749,39.079,,,,
692,2021-04-27,00/01/00 15:45:00,17.011,36.65,,,,
693,2021-04-27,00/01/00 16:00:00,17.177,36.017,,,,
694,2021-04-27,00/01/00 16:15:00,17.439,33.986,,,,
695,2021-04-27,00/01/00 16:30:00,17.796,37.962,,,,
696,2021-04-27,00/01/00 16:45:00,18.295,33.803,,,,
697,2021-04-27,00/01/00 17:00:00,18.319,40.472,,,,
698,2021-04-27,00/01/00 17:15:00,18.152,34.512,,,,
699,2021-04-27,00/01/00 17:30:00,18.271,36.646,,,,
700,2021-04-27,00/01/00 17:45:00,18.247,33.898,,,,
701,2021-04-27,00/01/00 18:00:00,18.628,38.632,,,,
702,2021-04-27,00/01/00 18:15:00,18.866,35.006,,,,
703,2021-04-27,00/01/00 18:30:00,18.723,34.008,,,,
704,2021-04-27,00/01/00 18:45:00,18.889,40.792,,,,
705,2021-04-27,00/01/00 19:00:00,19.175,35.593,,,,
706,2021-04-27,00/01/00 19:15:00,18.913,34.748,,,,
707,2021-04-27,00/01/00 19:30:00,18.319,37.172,,,,
708,2021-04-27,00/01/00 19:45:00,17.915,41.679,,,,
709,2021-04-27,00/01/00 20:00:00,17.153,36.047,,,,
710,2021-04-27,00/01/00 20:15:00,16.511,39.696,,,,
711,2021-04-27,00/01/00 20:30:00,15.7,47.424,,,,
712,2021-04-27,00/01/00 20:45:00,14.601,42.035,,,,
713,2021-04-27,00/01/00 21:00:00,13.594,50.093,,,,
714,2021-04-27,00/01/00 21:15:00,12.606,55.794,,,,
715,2021-04-27,00/01/00 21:30:00,11.492,58.61,,,,
716,2021-04-27,00/01/00 21:45:00,10.345,59.844,,,,
717,2021-04-27,00/01/00 22:00:00,9.262,58.933,,,,
718,2021-04-27,00/01/00 22:15:00,8.369,69.207,,,,
719,2021-04-27,00/01/00 22:30:00,7.494,71.865,,,,
720,2021-04-27,00/01/00 22:45:00,6.687,70.733,,,,
721,2021-04-27,00/01/00 23:00:00,6.102,75.218,,,,
722,2021-04-27,00/01/00 23:15:00,5.616,81.694,,,,
723,2021-04-27,00/01/00 23:30:00,5.102,81.259,,,,
724,2021-04-27,00/01/00 23:45:00,4.61,83.564,,,,
725,2021-04-28,00/01/00 00:00:00,4.168,86.155,,,,
726,2021-04-28,00/01/00 00:15:00,3.775,87.547,,,,
727,2021-04-28,00/01/00 00:30:00,3.406,87.761,,,,
728,2021-04-28,00/01/00 00:45:00,3.063,87.93,,,,
729,2021-04-28,00/01/00 01:00:00,2.717,88.351,,,,
730,2021-04-28,00/01/00 01:15:00,2.45,89.545,,,,
731,2021-04-28,00/01/00 01:30:00,2.262,90.599,,,,
732,2021-04-28,00/01/00 01:45:00,2.021,90.012,,,,
733,2021-04-28,00/01/00 02:00:00,1.832,90.687,,,,
734,2021-04-28,00/01/00 02:15:00,1.805,91.675,,,,
735,2021-04-28,00/01/00 02:30:00,1.805,92.466,,,,
736,2021-04-28,00/01/00 02:45:00,1.67,91.887,,,,
737,2021-04-28,00/01/00 03:00:00,1.643,91.632,,,,
738,2021-04-28,00/01/00 03:15:00,1.615,91.897,,,,
739,2021-04-28,00/01/00 03:30:00,1.48,91.713,,,,
740,2021-04-28,00/01/00 03:45:00,1.371,91.412,,,,
741,2021-04-28,00/01/00 04:00:00,1.317,91.596,,,,
742,2021-04-28,00/01/00 04:15:00,1.289,91.787,,,,
743,2021-04-28,00/01/00 04:30:00,1.262,92.027,,,,
744,2021-04-28,00/01/00 04:45:00,1.235,92.019,,,,
745,2021-04-28,00/01/00 05:00:00,1.48,91.639,,,,
746,2021-04-28,00/01/00 05:15:00,1.751,90.018,,,,
747,2021-04-28,00/01/00 05:30:00,2.047,87.17,,,,
748,2021-04-28,00/01/00 05:45:00,2.236,84.248,,,,
749,2021-04-28,00/01/00 06:00:00,2.61,81.636,,,,
750,2021-04-28,00/01/00 06:15:00,3.089,78.476,,,,
751,2021-04-28,00/01/00 06:30:00,3.248,77.739,,,,
752,2021-04-28,00/01/00 06:45:00,3.433,77.191,,,,
753,2021-04-28,00/01/00 07:00:00,3.089,80.249,,,,
754,2021-04-28,00/01/00 07:15:00,2.557,84.428,,,,
755,2021-04-28,00/01/00 07:30:00,1.967,85.877,,,,
756,2021-04-28,00/01/00 07:45:00,1.697,87.944,,,,
757,2021-04-28,00/01/00 08:00:00,1.697,89.653,,,,
758,2021-04-28,00/01/00 08:15:00,2.477,88.139,,,,
759,2021-04-28,00/01/00 08:30:00,4.037,79.96,,,,
760,2021-04-28,00/01/00 08:45:00,5.693,78.352,,,,
761,2021-04-28,00/01/00 09:00:00,7.645,73.807,,,,
762,2021-04-28,00/01/00 09:15:00,9.064,68.943,,,,
763,2021-04-28,00/01/00 09:30:00,10.736,61.172,,,,
764,2021-04-28,00/01/00 09:45:00,12.195,58.007,,,,
765,2021-04-28,00/01/00 10:00:00,13.329,53.117,,,,
766,2021-04-28,00/01/00 10:15:00,14.266,47.458,,,,
767,2021-04-28,00/01/00 10:30:00,14.792,44.615,,,,
768,2021-04-28,00/01/00 10:45:00,15.891,48.79,,,,
769,2021-04-28,00/01/00 11:00:00,16.701,41.127,,,,
770,2021-04-28,00/01/00 11:15:00,17.272,41.543,,,,
771,2021-04-28,00/01/00 11:30:00,18.033,45.261,,,,
772,2021-04-28,00/01/00 11:45:00,18.414,44.831,,,,
773,2021-04-28,00/01/00 12:00:00,18.747,46.71,,,,
774,2021-04-28,00/01/00 12:15:00,18.533,44.655,,,,
775,2021-04-28,00/01/00 12:30:00,18.628,43.072,,,,
776,2021-04-28,00/01/00 12:45:00,18.985,41.928,,,,
777,2021-04-28,00/01/00 13:00:00,19.27,38.114,,,,
778,2021-04-28,00/01/00 13:15:00,19.365,37.669,,,,
779,2021-04-28,00/01/00 13:30:00,19.722,36.399,,,,
780,2021-04-28,00/01/00 13:45:00,20.103,41.281,,,,
781,2021-04-28,00/01/00 14:00:00,20.579,38.446,,,,
782,2021-04-28,00/01/00 14:15:00,21.199,34.768,,,,
783,2021-04-28,00/01/00 14:30:00,21.127,37.947,,,,
784,2021-04-28,00/01/00 14:45:00,21.461,35.98,,,,
785,2021-04-28,00/01/00 15:00:00,21.819,31.038,,,,
786,2021-04-28,00/01/00 15:15:00,21.413,38.337,,,,
787,2021-04-28,00/01/00 15:30:00,21.246,37.108,,,,
788,2021-04-28,00/01/00 15:45:00,20.627,36.751,,,,
789,2021-04-28,00/01/00 16:00:00,21.413,37.486,,,,
790,2021-04-28,00/01/00 16:15:00,21.748,36.173,,,,
791,2021-04-28,00/01/00 16:30:00,21.413,36.008,,,,
792,2021-04-28,00/01/00 16:45:00,22.369,30.415,,,,
793,2021-04-28,00/01/00 17:00:00,23.28,30.962,,,,
794,2021-04-28,00/01/00 17:15:00,23.593,31.459,,,,
795,2021-04-28,00/01/00 17:30:00,24.122,33.847,,,,
796,2021-04-28,00/01/00 17:45:00,24.098,29.617,,,,
797,2021-04-28,00/01/00 18:00:00,23.208,34.029,,,,
798,2021-04-28,00/01/00 18:15:00,22.13,33.796,,,,
799,2021-04-28,00/01/00 18:30:00,22.13,34.062,,,,
800,2021-04-28,00/01/00 18:45:00,22.657,35.37,,,,
801,2021-04-28,00/01/00 19:00:00,21.987,40.744,,,,
802,2021-04-28,00/01/00 19:15:00,21.056,41.16,,,,
803,2021-04-28,00/01/00 19:30:00,19.984,50.709,,,,
804,2021-04-28,00/01/00 19:45:00,19.127,57.268,,,,
805,2021-04-28,00/01/00 20:00:00,18.39,51.428,,,,
806,2021-04-28,00/01/00 20:15:00,17.629,57.982,,,,
807,2021-04-28,00/01/00 20:30:00,16.558,50.309,,,,
808,2021-04-28,00/01/00 20:45:00,15.629,54.333,,,,
809,2021-04-28,00/01/00 21:00:00,14.745,57.927,,,,
810,2021-04-28,00/01/00 21:15:00,14.002,62.542,,,,
811,2021-04-28,00/01/00 21:30:00,13.522,66.641,,,,
812,2021-04-28,00/01/00 21:45:00,13.112,65.871,,,,
813,2021-04-28,00/01/00 22:00:00,12.871,69.346,,,,
814,2021-04-28,00/01/00 22:15:00,12.413,71.283,,,,
815,2021-04-28,00/01/00 22:30:00,12.05,74.647,,,,
816,2021-04-28,00/01/00 22:45:00,11.686,78.589,,,,
817,2021-04-28,00/01/00 23:00:00,11.37,79.807,,,,
818,2021-04-28,00/01/00 23:15:00,11.102,84.526,,,,
819,2021-04-28,00/01/00 23:30:00,10.761,86.491,,,,
820,2021-04-28,00/01/00 23:45:00,10.516,88.247,,,,
821,2021-04-29,00/01/00 00:00:00,10.296,90.355,,,,
822,2021-04-29,00/01/00 00:15:00,10.198,91.724,,,,
823,2021-04-29,00/01/00 00:30:00,10.1,91.956,,,,
824,2021-04-29,00/01/00 00:45:00,10.026,92.399,,,,
825,2021-04-29,00/01/00 01:00:00,10.001,93.007,,,,
826,2021-04-29,00/01/00 01:15:00,9.952,93.504,,,,
827,2021-04-29,00/01/00 01:30:00,9.903,93.593,,,,
828,2021-04-29,00/01/00 01:45:00,9.879,93.994,,,,
829,2021-04-29,00/01/00 02:00:00,9.805,93.974,,,,
830,2021-04-29,00/01/00 02:15:00,9.731,94.057,,,,
831,2021-04-29,00/01/00 02:30:00,9.657,94.392,,,,
832,2021-04-29,00/01/00 02:45:00,9.608,94.632,,,,
833,2021-04-29,00/01/00 03:00:00,9.608,95.037,,,,
834,2021-04-29,00/01/00 03:15:00,9.682,95.359,,,,
835,2021-04-29,00/01/00 03:30:00,9.706,95.517,,,,
836,2021-04-29,00/01/00 03:45:00,9.731,95.574,,,,
837,2021-04-29,00/01/00 04:00:00,9.706,95.441,,,,
838,2021-04-29,00/01/00 04:15:00,9.657,95.378,,,,
839,2021-04-29,00/01/00 04:30:00,9.632,95.346,,,,
840,2021-04-29,00/01/00 04:45:00,9.608,95.44,,,,
841,2021-04-29,00/01/00 05:00:00,9.608,95.642,,,,
842,2021-04-29,00/01/00 05:15:00,9.682,95.913,,,,
843,2021-04-29,00/01/00 05:30:00,9.682,96.064,,,,
